Left Side,Thumb Positions Only,,,Grützmacher (1909),"pp. 30–32, Exercises 12–24",x,x
Left Side,Thumb Positions Only,,,Grützmacher (1909),"p. 33, Exercises 8–9",x,x
Left Side,Thumb Positions Only,,,Grützmacher (1909),"pp. 34–35, Exercises 15–23",x,x
Left Side,Thumb Positions Only,,,Rosenthal (1900),"pp. 24–34, Exercises 63–78",x,x
Left Side,Thumb Positions Only,,,Rüdinger (1891),"pp. 39–52, VIII–XI",x,x
Left Side,Thumb Positions Only,,,Rüdinger (1891),"pp. 54–55, Exercise 2",,x
Left Side,Thumb Positions Only,,,Schröder [1878],"p. 8, Triller im Daumenaufsatz",x,
Left Side,Thumb Positions Only,,,Schröder (1876),"pp. 13–21, Parts D, E, F",x,x
Left Side,Thumb Positions Only,,,Ševčík (1935),pp. 4–33,,x
Left Side,Thumb Positions Only,,,Starker (1965),"p. 20, Thumb Position Exercises",,x
Left Side,Thumb Positions Only,,,Starker (1965),"pp. 19–20, Thumb Position Exercises",,x
Left Side,Thumb Positions Only,,,Starker (1965),"p. 21, Control Exercises, Thumb Positions",,x
Left Side,Thumb Positions Only,,,Starker (1965),"pp. 23–24, Serial Control Exercises, Thumb Positions ",,x
Left Side,Thumb Positions Only,,,Starker (1965),"pp. 31–32, Serial Control Exercises with Double Stops in Thumb Position",,x
Left Side,Thumb Positions Only,,,Smith (1974),"p. 5, Ex. 4",,x
Left Side,Thumb Positions Only,,,Smith (1974),"p. 16, Ex. 17–19",x ,x
Left Side,Thumb Positions Only,,,Smith (1974),"p. 17, Ex. 20",,x
Left Side,Thumb Positions Only,,,Smith (1974),"p. 18, Ex. 21",x,
Left Side,Thumb Positions Only,,,Smith (1974),"p. 19, Ex. 23",,x
Left Side,Thumb Positions Only,,,Smith (1974),"p. 19, Ex. 24",,x
Left Side,Thumb Positions Only,,,Smith (1974),"p. 20, Ex. 25–26",,x
Left Side,Thumb Positions Only,,,Smith (1974),"p. 25, Ex. 30, no. 2",,x
Left Side,Thumb Positions Only,,,Becker via Smith (1974),"p. 28, Ex. 38, no. 2",x,
Left Side,Thumb Positions Only,,,Becker via Smith (1974),"p. 37, Ex. 56",x,x
Left Side,Thumb Positions Only,,,Tortelier (1988),"pp. 27–28, Exercise 1",,
Left Side,Thumb Positions Only,,,Tortelier (1988),"pp. 91–92, Exercise for the Accuracy of Finger Placement in the Thumb Positions",x,x
Left Side,Thumb Positions Only,,,Tortelier (1988),"p. 93, Exercise for the Eight Openings of the Hand in Thumb Position",,x
Left Side,Thumb Positions Only,4 in Thumb Position,,Cossmann [1876],"pp. 26–28, Studies for the Thumb with Frequent Use of the Fourth Finger",,x
Left Side,Thumb Positions Only,4 in Thumb Position,,De Swert [1875],"p. 12, no. 50–53",,x
Left Side,Thumb Positions Only,4 in Thumb Position,,Feuillard (1919),"p. 34, Exercise 24, no. 11–17, 23–25, 29",,x
Left Side,Thumb Positions Only,4 in Thumb Position,,Grützmacher (1909),"p. 16, Exercises 1–6",x,x
Left Side,Thumb Positions Only,4 in Thumb Position,,Klengel [1902-1907] vol. 1,"pp. 73–110, Part 3, Exercises in Thumb Positions",x,x
Left Side,Thumb Positions Only,4 in Thumb Position,,"Kummer (1839, 1900)","p. 25, Exercises for the Fourth Finger in the Thumb Position",,x
Left Side,Thumb Positions Only,4 in Thumb Position,,Magg (1965),pp. 23–33,x,x
Left Side,Thumb Positions Only,4 in Thumb Position,,Raynal (1920),"pp. 14–15, Exercises 41–50",x,x
Left Side,Thumb Positions Only,4 in Thumb Position,,Rüdinger (1891),"pp. 39–42, VIII",x,x
Left Side,Thumb Positions Only,4 in Thumb Position,,Rüdinger (1891),"p. 52, XI",,x
Left Side,Thumb Positions Only,4 in Thumb Position,,Schröder [1878],"p. 17, Exercises 18–20",,x
Left Side,Thumb Positions Only,4 in Thumb Position,,Ševčík (1935),"pp. 4–18, Exercises 1–10",,x
Left Side,Thumb Positions Only,4 in Thumb Position,,Ševčík (1935),"pp. 20–33, Exercises 12–21",,x
Left Side,Thumb Positions Only,4 in Thumb Position,,Starker (1965),"p. 20, Thumb Position Exercises",,x
Left Side,Thumb Positions Only,4 in Thumb Position,,Starker (1965),"p. 22, Sample Exercises in Thumb Position for the Use of the Fourth Finger",,x
Left Side,Thumb Positions Only,4 in Thumb Position,,Smith (1974),"pp. 4–5, Ex. 2, no. 2",,x
Left Side,Thumb Positions Only,4 in Thumb Position,,Smith (1974),"p. 16, Ex. 17–19",x,x
Left Side,Thumb Positions Only,4 in Thumb Position,,Smith (1974),"p. 25, Ex. 30, no. 2",,x
Left Side,Thumb Positions Only,4 in Thumb Position,,Smith (1974),"p. 31, Ex. 43",x,x
Left Side,Thumb Positions Only,4 in Thumb Position,,Becker via Smith (1974),"p. 31, Ex. 44",x,
Left Side,Thumb Positions Only,4 in Thumb Position,,Tortelier (1988),"pp. 92–93, Exercise for the Development of the 4th Finger's Agility",,x
,,,,,,,
Left Side,All Positions,,,Cossmann [1876],pp. 12–17,,x
Left Side,All Positions,,,Cossmann [1876],pp. 18–25,,x
Left Side,All Positions,,,Feuillard (1919),"pp. 19–33, Exercises 16–23",x,x
Left Side,All Positions,,,Feuillard (1919),"p. 38, Exercises 30–31",x,x
Left Side,All Positions,,,Galamian/Jensen (1994),"pp. 11–19, Three–Octave Scales",,x
Left Side,All Positions,,,Galamian/Jensen (1994),"pp. 20–25, Broken Thirds in Three Octaves",x,x
Left Side,All Positions,,,Galamian/Jensen (1994),"pp. 26–38, Three–Octave Arpeggios",,x
Left Side,All Positions,,,Galamian/Jensen (1994),"pp. 39–48, Four–Octave Scales",,x
Left Side,All Positions,,,Galamian/Jensen (1994),"pp. 49–54, Chromatic Scales in Four Octaves",,x
Left Side,All Positions,,,Galamian/Jensen (1994),"pp. 56–67, Four–Octave Arpeggios",,x
Left Side,All Positions,,,Galamian/Jensen (1994),"pp. 85–87, Scales on One String",x,x
Left Side,All Positions,,,Galamian/Jensen (1994),"pp. 88–91, Broken Thirds, Fourths, Fifths, and Sixths on One String",,x
Left Side,All Positions,,,Galamian/Jensen (1994),"pp. 92–97, Arpeggios on One String",,
Left Side,All Positions,,,Galamian/Jensen (1994),"pp. 98–100, Scales of Varied Length and Different Groups of Notes",,x
Left Side,All Positions,,,Galamian/Jensen (1994),"pp. 101–103, The Whole Tone Scale",,x
Left Side,All Positions,,,Galamian/Jensen (1994),"pp. 104–114, A Few Non–Traditional Scales and Arpeggios",,x
Left Side,All Positions,,,Grützmacher (1909),"pp. 16–17, Exercises 7–12",x,x
Left Side,All Positions,,,Grützmacher (1909),"pp. 17–20, IX. Extended Scales",,x
Left Side,All Positions,,,Grützmacher (1909),"p. 30, Exercise 11",x,
Left Side,All Positions,,,Grützmacher (1909),"p. 32, Exercise 25",,x
Left Side,All Positions,,,Grützmacher (1909),"pp. 33–34, Exercises 10–14",,x
Left Side,All Positions,,,Klengel [1902-1907] vol. 1,"pp. 1–39, Part 1",x,x
Left Side,All Positions,,,Klengel [1902-1907] vol. 2,pp. 1–56,x,x
Left Side,All Positions,,,Ševčík (1929),"pp. 14–25, Exercises 32–56",x,x
Left Side,All Positions,,,Starker (1965),"pp. 33–34, Control Exercise For Connections of Positions",x,
Left Side,All Positions,,,Tortelier (1988),"p. 61, Exercises 1–3",x,x
,,,,,,,
Left Side,Specific Position,1/2 Position,,Gruet [1901],"pp. 23–24, Demi Position",,
Left Side,Specific Position,1/2 Position,,"Klengel (1909, 1939)","p. 4, Exercises 21–27",,
Left Side,Specific Position,1/2 Position,,"Kummer (1839, 1900)","p. 13, Exercise 18",,
Left Side,Specific Position,1/2 Position,,Rosenthal (1900),"pp. 7–8, Exercises 34–36",,
Left Side,Specific Position,1/2 Position,,Rüdinger (1891),"p. 4, Exercise 2",,
Left Side,Specific Position,1/2 Position,,Rüdinger (1891),"p. 25, 1/2 Pos.",,
Left Side,Specific Position,1st Position,,Feuillard (1919),"p. 2, Exercise 2",,
Left Side,Specific Position,1st Position,,Gruet [1901],"pp. 2–4, no. 1–13, 1–4",,
Left Side,Specific Position,1st Position,,Gruet [1901],"p. 7, no. 1–2, Exercises résumant ce qui précède",,
Left Side,Specific Position,1st Position,,Gruet [1901],"p. 8, no. 1, 3",,
Left Side,Specific Position,1st Position,,"Kummer (1839, 1900)",p. 6,,
Left Side,Specific Position,1st Position,,"Kummer (1839, 1900)","p. 13, Exercise 19",,
Left Side,Specific Position,1st Position,,Rosenthal (1900),"pp. 2–7, Exercises 1–30",,
Left Side,Specific Position,1st Position,,Rosenthal (1900),"pp. 9–10, Exercises 37–39",,
Left Side,Specific Position,1st Position,,Rüdinger (1891),"p. 4, Exercise 2",,
Left Side,Specific Position,1st Position,,Rüdinger (1891),"p. 25, 1 Pos.",,
Left Side,Specific Position,1st Position,,Starker (1965),"pp. 7–10, Position Exercises",,
Left Side,Specific Position,1st Position,,Starker (1965),"pp. 10–11, Control Exercises",,
Left Side,Specific Position,1st Position,,Starker (1965),"pp. 13–15, Serial Control Exercises, Four Finger Positions",,
Left Side,Specific Position,1st Position,,Starker (1965),"p. 27, Connection of Positions",,
Left Side,Specific Position,1st Position,,Smith (1974),"p. 4, Ex. 1, no. 1–5",,
Left Side,Specific Position,1st Position,,Smith (1974),"pp. 4–5, Ex. 2, no. 1",,
Left Side,Specific Position,1st Position,,Smith (1974),"p. 5, Ex. 3, no. 1–3",,
Left Side,Specific Position,1st Position,,Smith (1974),"p. 25, Ex. 30, no. 1",,
Left Side,Specific Position,2nd Position,,Gruet [1901],"pp. 28–29, 2me Position",,
Left Side,Specific Position,2nd Position,,"Kummer (1839, 1900)","p. 13, Exercise 20",,
Left Side,Specific Position,2nd Position,,Rosenthal (1900),"pp. 10–11, Exercises 40–42",,
Left Side,Specific Position,2nd Position,,Rüdinger (1891),"p. 4, Exercise 2",,
Left Side,Specific Position,2nd Position,,Rüdinger (1891),"p. 25, 2 Pos.",,
Left Side,Specific Position,2nd Position,,Smith (1974),"p. 5, Ex. 3, no. 5",,
Left Side,Specific Position,2nd Position,,Starker (1965),"pp. 13–15, Serial Control Exercises, Four Finger Positions",,
Left Side,Specific Position,3rd Position,,Gruet [1901],"p. 30, 3me Position",,
Left Side,Specific Position,3rd Position,,"Kummer (1839, 1900)","p. 13, Exercise 21",,
Left Side,Specific Position,3rd Position,,Rosenthal (1900),"pp. 11–12, Exercises 43–45",,
Left Side,Specific Position,3rd Position,,Rüdinger (1891),"p. 4, Exercise 2",,
Left Side,Specific Position,3rd Position,,Rüdinger (1891),"p. 25, 3 Pos.",,
Left Side,Specific Position,3rd Position,,Rüdinger (1891),"p. 28, Exercise 8",,
Left Side,Specific Position,3rd Position,,Smith (1974),"p. 5, Ex. 3, no. 6",,
Left Side,Specific Position,3rd Position,,Starker (1965),"pp. 13–15, Serial Control Exercises, Four Finger Positions",,
Left Side,Specific Position,4th Position,,Gruet [1901],"pp. 24–25, 4me Position",,
Left Side,Specific Position,4th Position,,"Kummer (1839, 1900)","p. 13, Exercise 22",,
Left Side,Specific Position,4th Position,,Rosenthal (1900),"pp. 13–14, Exercises 46–48",x,
Left Side,Specific Position,4th Position,,Rüdinger (1891),"pp. 4–5, Exericse 2",,
Left Side,Specific Position,4th Position,,Rüdinger (1891),"p. 25, 4 Pos.",,
Left Side,Specific Position,4th Position,,Rüdinger (1891),"p. 28, Exercises 8–9",x,
Left Side,Specific Position,4th Position,,Starker (1965),"pp. 11–12, Position Exercises",,
Left Side,Specific Position,4th Position,,Starker (1965),"p. 12, Control Exercises",,
Left Side,Specific Position,4th Position,,Starker (1965),"pp. 13–15, Serial Control Exercises, Four Finger Positions",,
Left Side,Specific Position,4th Position,,Starker (1965),"p. 27, Connection of Positions",,
Left Side,Specific Position,4th Position,,Smith (1974),"p. 5, Ex. 3, no. 4",x,
Left Side,Specific Position,4th Position,,Rüdinger (1891),"p. 25, 5 Pos.",,
Left Side,Specific Position,4th Position,,Gruet [1901],"p. 31, 5me Position",x,
Left Side,Specific Position,5th Position,,Starker (1965),"p. 16, Three Finger Position Exercises",,
Left Side,Specific Position,5th Position,,Starker (1965),"pp. 17–18, Serial Control Exercises, Three Finger Positions",x,
Left Side,Specific Position,5th Position,,Tortelier (1988),"pp. 90–91, Exercise for Practicing Positions in the Middle of the String",,x
Left Side,Specific Position,6th Position,,Gruet [1901],"p. 32, 6me Position",x,
Left Side,Specific Position,6th Position,,Starker (1965),"pp. 17–18, Serial Control Exercises, Three Finger Positions",x,
Left Side,Specific Position,6th Position,,Tortelier (1988),"pp. 90–91, Exercise for Practicing Positions in the Middle of the String",,x
Left Side,Specific Position,7th Position,,Starker (1965),"pp. 17–18, Serial Control Exercises, Three Finger Positions",x ,
Left Side,Specific Position,7th Position,,Tortelier (1988),"pp. 90–91, Exercise for Practicing Positions in the Middle of the String",,x
,,,,,,,
Left Side,Extensions,,,Abbiate (1900),"p. 156, Exercice pour l'Écarte du Troisième Doigt",,
Left Side,Extensions,,,Bukinik [n.d.],"pp. 8–9, Exercises 19–21",,
Left Side,Extensions,,,Feuillard (1919),"p. 17, no. 1–12",x,
Left Side,Extensions,,,Gruet [1901],"p. 13, Préparation a L'extension",,
Left Side,Extensions,,,Gruet [1901],"pp. 25–26, 2me Exercice avec Extensions",,
Left Side,Extensions,,,Gruet [1901],"pp. 28–29, 2me Exercice avec Extensions",,
Left Side,Extensions,,,Gruet [1901],"p. 30, 2me Exercice avec Extensions",,
Left Side,Extensions,,,"Klengel (1909, 1939)","pp. 4–5, Exercises 28–38",,
Left Side,Extensions,,,Magg (1965),"p. 16, The Flexibility of the Webs of the Hand",x,
Left Side,Extensions,,,Magg (1965),"p. 31, Exercise II",,x
Left Side,Extensions,,,Rosenthal (1900),"p. 3, Exercise 7",,
Left Side,Extensions,,,Rosenthal (1900),"p. 8, Exercise 36",,
Left Side,Extensions,,,Rosenthal (1900),"p. 9, Exercises 38–39",,
Left Side,Extensions,,,Rosenthal (1900),"pp. 10–11, Exercises 41–42",,
Left Side,Extensions,,,Rosenthal (1900),"pp. 11–12, Exercises 44–45",,
Left Side,Extensions,,,Rosenthal (1900),"pp. 13–14, Exercises 47–48",x,
Left Side,Extensions,,,Rüdinger (1891),"p. 41, Exercises 16–18",x,
Left Side,Extensions,,,Starker (1965),"pp. 9–10, Position Exercises",,
Left Side,Extensions,,,Starker (1965),"p. 11, Control Exercises, Second Position IV",,
Left Side,Extensions,,,Starker (1965),"p. 12, Position Exercise, Eighth Position A with Extensions",,
Left Side,Extensions,,,Starker (1965),"p. 12, Control Exercises, Eighth Position IV",,
Left Side,Extensions,,,Starker (1965),"p. 14, Serial Control Exercises, Four Finger Position Exercises with Extensions",,
Left Side,Extensions,,,Starker (1965),"p. 18, Serial Control Exercises, Three Finger Positions with Extensions",,
Left Side,Extensions,,,Smith (1974),"p. 19, Ex. 22",,
Left Side,Extensions,,,Smith (1974),"p. 25, Ex. 31",,
Left Side,Extensions,,,Tortelier (1988),pp. 73–74,x,
Left Side,Extensions,,,Tortelier (1988),"pp. 89–90, Exercise – Extensions Combined with Articulated Shifts",x,
Left Side,Extensions,Extensions greater than  1/2 step,,Feuillard (1919),"p. 17, no. 4, 8, 12",x,
Left Side,Extensions,Extensions greater than  1/2 step,,Galamian/Jensen (1994),"pp. 90–91, Fifths and Sixths on One String",,x
Left Side,Extensions,Extensions greater than  1/2 step,,Magg (1965),"p. 32–33, Exercises III–IV",,x
Left Side,Extensions,Extensions greater than  1/2 step,,Tortelier (1988),"p. 72, For the Study of Extensions",x,
Left Side,Extensions,Extensions greater than  1/2 step,,Tortelier (1988),"pp. 74–76, ""Pure Extensions""",x,
Left Side,Extensions,Extensions greater than  1/2 step,,Tortelier (1988),"p. 93, Exercise for the Eight Openings of the Hand in Thumb Position",,x
,,,,,,,
Left Side,Shifting,,,Grützmacher (1909),"p. 13, Exercises 7–8",x,
Left Side,Shifting,,,Grützmacher (1909),"p. 16, Exercises 7–9",x,
Left Side,Shifting,,,"Kummer (1839, 1900)","p. 13, Exercise 23",,
Left Side,Shifting,,,"Kummer (1839, 1900)","p. 26, Exercises in Moving the Thumb Along in the Thumb-Position",,x
Left Side,Shifting,,,Magg (1965),"p. 41, Exercise III, d",,
Left Side,Shifting,,,Raynal (1920),"p. 35, 1 Avec la Fondamentale, 2 Sans Fondamentale",,x
Left Side,Shifting,,,Rüdinger (1891),"p. 27, Exercises 6–7",,
Left Side,Shifting,,,Rüdinger (1891),"p. 28, Exercises 10–15",x,x
Left Side,Shifting,,,Rüdinger (1891),"p. 41, Exercise 10",,x
Left Side,Shifting,,,Rüdinger (1891),"p. 54, Exercise 2",,x
Left Side,Shifting,,,Smith (1974),"p. 6, Ex. 5",,x
Left Side,Shifting,,,Smith (1974),"p. 14, Ex. 12",,x
Left Side,Shifting,,,Smith (1974),"p. 29, Ex. 40",,
Left Side,Shifting,,,Tortelier (1988),"p. 29, Exercise 4",,
Left Side,Shifting,,,Tortelier (1988),"p. 61, Exercises 1–3",x,x
Left Side,Shifting,Sliding Shifts,,Bukinik [n.d.],"p. 3–5, Exercises 1–9",,
Left Side,Shifting,Sliding Shifts,,Tortelier (1988),"pp. 64–65, The 32 Possibilities of Sliding Shifts in the Neck Position",x,
Left Side,Shifting,Sliding Shifts,,Tortelier (1988),"pp. 66–67, For the Practice of Sliding Shifts in the 4th, 5th, and 6th Position",x,x
Left Side,Shifting,Sliding Shifts,,Tortelier (1988),"pp. 68–69, 22 Sliding Shifts",,x
Left Side,Shifting,Articulated Shifts,,Bukinik [n.d.],"pp. 5–8, Exercises 10–18",,
Left Side,Shifting,Articulated Shifts,,Magg (1965),"pp. 38–39, Exercise I",x,x
Left Side,Shifting,Articulated Shifts,,Tortelier (1988),"pp. 69–70, The Twelve Possibilities of Articulated Shifts in Two Exercises",x,x
Left Side,Shifting,Articulated Shifts,,Tortelier (1988),"p. 70, For the Stability of the Hand During the Articulated Shift",x,
Left Side,Shifting,Articulated Shifts,,Tortelier (1988),"p. 71, For the Study of Articulated Shifts in Descending Scales",,x
Left Side,Shifting,Articulated Shifts,,Tortelier (1988),"pp. 74–76, ""Pure Extensions""",x,
Left Side,Shifting,Articulated Shifts,,Tortelier (1988),"pp. 89–90, Exercise – Extensions Combined with Articulated Shifts",x,
Left Side,Shifting,Inaudible Shifts,,Tortelier (1988),"p. 71, For Independence between the Left Hand and the Bow During Shifts",,x
Left Side,Shifting,Position to Position,1/2 & 2nd Positions,Feuillard (1919),"p. 3, Exercise 3, no. 10, 15, 19, 23, 24",,
Left Side,Shifting,Position to Position,1st & 2nd Positions,Bukinik [n.d.],"pp. 18–19, Exercises 48–52",,
Left Side,Shifting,Position to Position,1st & 2nd Positions,Bukinik [n.d.],"p. 25, Exercise 71",,
Left Side,Shifting,Position to Position,1st & 2nd Positions,Feuillard (1919),"p. 3, Exercise 3",,
Left Side,Shifting,Position to Position,1st & 2nd Positions,Gruet [1901],"p. 29, Assouplissement de la Main Gauche",,
Left Side,Shifting,Position to Position,1st & 2nd Positions,Ševčík (1929),"pp. 3–6, Exercises 1–7",x,
Left Side,Shifting,Position to Position,1/2 & 3rd Posiitons,Feuillard (1919),"p. 3, Exercise 4, no. 6–7, 9–11, 15–17, 25–26",,
Left Side,Shifting,Position to Position,1st & 3rd Positions,Bukinik [n.d.],"pp. 15–17, Exercises 39–47",,
Left Side,Shifting,Position to Position,1st & 3rd Positions,Bukinik [n.d.],"p. 25, Exercise 72",,
Left Side,Shifting,Position to Position,1st & 3rd Positions,Feuillard (1919),"p. 3, Exercise 4, no. 1–29",,
Left Side,Shifting,Position to Position,1st & 3rd Positions,Gruet [1901],"p. 31, Assouplissement de la Main Gauche",,
Left Side,Shifting,Position to Position,1st & 3rd Positions,Ševčík (1929),"pp. 6–9, Exercises 8–15",x,
Left Side,Shifting,Position to Position,2nd & 3rd Positions,Bukinik [n.d.],"pp. 19–21, Exercises 53–58",,
Left Side,Shifting,Position to Position,2nd & 3rd Positions,Bukinik [n.d.],"p. 25, Exercise 74",,
Left Side,Shifting,Position to Position,2nd & 3rd Positions,Feuillard (1919),"p. 4, Exercise 4, no. 30–50",,
Left Side,Shifting,Position to Position,2nd & 3rd Positions,Ševčík (1929),"pp. 3–6, Exercises 1–7",x,
Left Side,Shifting,Position to Position,1/2 & 4th Positions,Feuillard (1919),"p. 4, Exercise 5, no. 8, 10–11, 18–19",x,
Left Side,Shifting,Position to Position,1st & 4th Positions,Bukinik [n.d.],"pp. 3–9, Exercises 1–21",,
Left Side,Shifting,Position to Position,1st & 4th Positions,Bukinik [n.d.],"pp. 22–24, Exercises 62–70",,
Left Side,Shifting,Position to Position,1st & 4th Positions,Bukinik [n.d.],"p. 25, Exercise 73",,
Left Side,Shifting,Position to Position,1st & 4th Positions,Bukinik [n.d.],"pp. 26–27, Exercises 77–79",,
Left Side,Shifting,Position to Position,1st & 4th Positions,Feuillard (1919),"p. 4, Exercise 5, no. 1–20",x,
Left Side,Shifting,Position to Position,1st & 4th Positions,Gruet [1901],"p. 26, Assouplissement de la Main Gauche",,
Left Side,Shifting,Position to Position,1st & 4th Positions,Ševčík (1929),"pp. 9–11, Exercises 16–22",x,
Left Side,Shifting,Position to Position,1st & 4th Positions,Starker (1965),"pp. 27–29, Connection of Positions",,
Left Side,Shifting,Position to Position,2nd & 4th Positions,Bukinik [n.d.],"pp. 9–13, Exercises 22–35",,
Left Side,Shifting,Position to Position,2nd & 4th Positions,Bukinik [n.d.],"p. 26, Exercise 75",,
Left Side,Shifting,Position to Position,2nd & 4th Positions,Feuillard (1919),"p. 5, Exercise 5, no. 21–40",x,
Left Side,Shifting,Position to Position,2nd & 4th Positions,Ševčík (1929),"pp. 6–9, Exercises 8–15",x,
Left Side,Shifting,Position to Position,3rd & 4th Positions,Bukinik [n.d.],"p. 14, Exercises 36–38",,
Left Side,Shifting,Position to Position,3rd & 4th Positions,Bukinik [n.d.],"p. 26, Exercise 76",,
Left Side,Shifting,Position to Position,3rd & 4th Positions,Feuillard (1919),"p. 5, Exercise 5, no. 41–63",x,
Left Side,Shifting,Position to Position,3rd & 4th Positions,Ševčík (1929),"pp. 3–6, Exercises 1–7",x,
Left Side,Shifting,Position to Position,1/2 & 5th Positions,Feuillard (1919),"p. 6, Exercise 6, no. 9, 11, 13",,
Left Side,Shifting,Position to Position,1st & 5th Positions,Bukinik [n.d.],"p. 21, Exercise 59",,
Left Side,Shifting,Position to Position,1st & 5th Positions,Bukinik [n.d.],"p. 27, Exercise 80",,
Left Side,Shifting,Position to Position,1st & 5th Positions,Feuillard (1919),"p. 6, Exercise 6, no. 1–14",x,
Left Side,Shifting,Position to Position,1st & 5th Positions,Ševčík (1929),"pp. 12–14, Exercises 23–31",x,
Left Side,Shifting,Position to Position,2nd & 5th Positions,Feuillard (1919),"p. 6, Exercise 6, no. 15–26",x,
Left Side,Shifting,Position to Position,2nd & 5th Positions,Ševčík (1929),"pp. 9–11, Exercises 16–22",x,
Left Side,Shifting,Position to Position,3rd & 5th Positions,Feuillard (1919),"p. 6, Exercise 6, no. 27–38",x,
Left Side,Shifting,Position to Position,3rd & 5th Positions,Ševčík (1929),"pp. 6–9, Exercises 8–15",x,
Left Side,Shifting,Position to Position,4th & 5th Positions,Feuillard (1919),"p. 6, Exercise 6, no. 39–52",x,
Left Side,Shifting,Position to Position,4th & 5th Positions,Ševčík (1929),"pp. 3–6, Exercises 1–7",x,
Left Side,Shifting,Position to Position,4th & 5th Positions,Tortelier (1988),"pp. 66–67, For the Practice of Sliding Shifts in the 4th, 5th, and 6th Position",x,x
Left Side,Shifting,Position to Position,1st & 6th Positions,Bukinik [n.d.],"p. 22, Exercises 60–61",,
Left Side,Shifting,Position to Position,1st & 6th Positions,Bukinik [n.d.],,,
Left Side,Shifting,Position to Position,1st & 6th Positions,Feuillard (1919),"p. 7, Exercise 7, no. 1–10",x,
Left Side,Shifting,Position to Position,1st & 6th Positions,Ševčík (1929),"pp. 14–18, Exercises 32–37",x,
